id, active, created, title, time, date, duration, shift, area, grade, skills, departmentId, managerId, confirmedApplicaitonId, offeredDate, status 
"59bfe84d594d35001a0205a3", true, "Mon Sep 18 2017 16:37:49 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-09-25" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59bfe878c7685a001991e376", false, "Mon Sep 18 2017 16:38:32 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-09-29" , 12 , "day" , "Theatre" , "6" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59bff519c7685a001991e37f" , "" , ""
"59bfe892594d35001a0205a4", true, "Mon Sep 18 2017 16:38:58 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-09-29" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59bfe8c3c7685a001991e377", true, "Mon Sep 18 2017 16:39:47 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-02" , 6 , "halfNight" , "Theatre" , "5" , "Paid to band" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59bfe8e1594d35001a0205a5", false, "Mon Sep 18 2017 16:40:17 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-02" , 6 , "halfNight" , "Theatre" , "6" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59cb7428c7685a001991e444" , "" , ""
"59bfe930c7685a001991e378", true, "Mon Sep 18 2017 16:41:36 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-04" , 6 , "halfNight" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59bfe96c594d35001a0205a6", true, "Mon Sep 18 2017 16:42:36 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-06" , 6 , "halfNight" , "Surgery" , "5" , "Paid to band " , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59bfe9ae594d35001a0205a7", false, "Mon Sep 18 2017 16:43:42 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-09-27" , 12 , "day" , "Theatre" , "6" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59bff4f5c7685a001991e37d" , "2017-09-18" , "deal"
"59bfea4ac7685a001991e37a", false, "Mon Sep 18 2017 16:46:18 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-03" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59c29592594d35001a0205c8" , "" , ""
"59bfeb24594d35001a0205a8", true, "Mon Sep 18 2017 16:49:56 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-09-26" , 12 , "day" , "Theatre" , "5" , "Paid to band" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59bfed0d594d35001a0205a9", true, "Mon Sep 18 2017 16:58:05 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-09-30" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59c13306c7685a001991e3a2", true, "Tue Sep 19 2017 16:08:54 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-09-20" , 12 , "day" , "Theatre" , "6" , "Urgent cover needed " , "59a922b85cfd17d3aba0850d" , "59a6786ec9477a0017377dd2" , "" , "" , ""
"59c3c8d5c7685a001991e3ba", false, "Thu Sep 21 2017 15:12:37 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-09-27" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59c3c93bc7685a001991e3bc" , "" , ""
"59c3c8f9c7685a001991e3bb", false, "Thu Sep 21 2017 15:13:13 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-08" , 12 , "day" , "Theatre" , "5" , "Trauma - paid to band" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59c3c94a594d35001a0205cc" , "" , ""
"59c3d4bac7685a001991e3be", false, "Thu Sep 21 2017 16:03:22 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-04" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59c951a1594d35001a0205e6" , "" , ""
"59c3d4cfc7685a001991e3bf", false, "Thu Sep 21 2017 16:03:43 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-06" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59c6cda8c7685a001991e3e3" , "" , ""
"59c3d4e4594d35001a0205cd", false, "Thu Sep 21 2017 16:04:04 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-06" , 12 , "day" , "Theatre" , "6" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59c3d59e594d35001a0205d0" , "" , ""
"59c3d4f9c7685a001991e3c0", false, "Thu Sep 21 2017 16:04:25 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-04" , 12 , "day" , "Theatre" , "6" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59c3d614c7685a001991e3c5" , "" , ""
"59c3d51fc7685a001991e3c1", true, "Thu Sep 21 2017 16:05:03 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-09" , 6 , "halfNight" , "Theatre" , "5" , "Maternity" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59c3d55bc7685a001991e3c3", true, "Thu Sep 21 2017 16:06:03 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-11" , 6 , "halfNight" , "Theatre" , "5" , "Maternity" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59c3d572c7685a001991e3c4", true, "Thu Sep 21 2017 16:06:26 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-13" , 6 , "halfNight" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59c3d7c1594d35001a0205d3", false, "Thu Sep 21 2017 16:16:17 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-14" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59c40020c7685a001991e3d3" , "" , ""
"59c3d7f4594d35001a0205d5", false, "Thu Sep 21 2017 16:17:08 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-15" , 6 , "halfNight" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ce1631594d35001a020663" , "" , ""
"59c3d84a594d35001a0205d6", true, "Thu Sep 21 2017 16:18:34 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-04" , 6 , "halfNight" , "Theatre" , "5" , "Burns on call" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59c3d878594d35001a0205d7", true, "Thu Sep 21 2017 16:19:20 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-07" , 12 , "day" , "Theatre" , "5" , "Burns on call from home - 4 hours bank" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59c3d89ac7685a001991e3cf", true, "Thu Sep 21 2017 16:19:54 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-13" , 6 , "halfNight" , "Theatre" , "5" , "Burns on call" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59ca0995594d35001a0205e7", false, "Tue Sep 26 2017 09:02:29 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-07" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ca8036c7685a001991e427" , "" , ""
"59ca09c2594d35001a0205e8", true, "Tue Sep 26 2017 09:03:14 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-05" , 6 , "halfNight" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59ca09f1c7685a001991e3e4", false, "Tue Sep 26 2017 09:04:01 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-09" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ca1e7f594d35001a0205ef" , "" , ""
"59ca0a04c7685a001991e3e5", false, "Tue Sep 26 2017 09:04:20 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-10" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ccd856594d35001a020650" , "" , ""
"59ca0a22c7685a001991e3e6", true, "Tue Sep 26 2017 09:04:50 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-10" , 12 , "day" , "Theatre" , "6" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59ca0a3ac7685a001991e3e7", false, "Tue Sep 26 2017 09:05:14 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-11" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ccd878c7685a001991e464" , "" , ""
"59ca0a4ec7685a001991e3e8", false, "Tue Sep 26 2017 09:05:34 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-12" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ca4258c7685a001991e3f8" , "" , ""
"59ca0a6bc7685a001991e3ea", true, "Tue Sep 26 2017 09:06:03 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-12" , 12 , "day" , "Emergency" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59ca0cfd594d35001a0205e9", false, "Tue Sep 26 2017 09:17:01 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-12" , 6 , "halfNight" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59cca709594d35001a020649" , "" , ""
"59ca0f23c7685a001991e3eb", true, "Tue Sep 26 2017 09:26:11 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-01" , 12 , "day" , "Theatre" , "5" , "Sunday day" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59ca0fa1594d35001a0205ea", false, "Tue Sep 26 2017 09:28:17 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-14" , 6 , "halfDay" , "Theatre" , "5" , "Mr pearson morning pp list 0745-1300" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ca2c62c7685a001991e3ef" , "" , ""
"59ca1e3a594d35001a0205ec", false, "Tue Sep 26 2017 10:30:34 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-17" , 6 , "halfNight" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ce6b2d594d35001a020669" , "" , ""
"59ca1e4f594d35001a0205ed", false, "Tue Sep 26 2017 10:30:55 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-21" , 6 , "halfNight" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ce6b39c7685a001991e477" , "" , ""
"59ca1e6e594d35001a0205ee", false, "Tue Sep 26 2017 10:31:26 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-21" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ca312fc7685a001991e3f6" , "" , ""
"59ca1e9a594d35001a0205f0", false, "Tue Sep 26 2017 10:32:10 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-21" , 12 , "day" , "Theatre" , "5" , "0930-1800 ortho trauma" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59d1f488594d35001a02066e" , "" , ""
"59ca1eb9594d35001a0205f1", false, "Tue Sep 26 2017 10:32:41 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-22" , 12 , "day" , "Theatre" , "5" , "0930-1800 ortho trauma" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ca31b0c7685a001991e3f7" , "" , ""
"59ca2eb5c7685a001991e3f0", false, "Tue Sep 26 2017 11:40:53 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-16" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ccd8f2c7685a001991e465" , "" , ""
"59ca2ede594d35001a0205f2", false, "Tue Sep 26 2017 11:41:34 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-17" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ccd91f594d35001a020652" , "" , ""
"59ca2ef7c7685a001991e3f1", false, "Tue Sep 26 2017 11:41:59 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-18" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ca624fc7685a001991e40a" , "" , ""
"59ca2f1ec7685a001991e3f3", false, "Tue Sep 26 2017 11:42:38 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-19" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ca2f39c7685a001991e3f4" , "" , ""
"59ca2f66c7685a001991e3f5", false, "Tue Sep 26 2017 11:43:50 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-20" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "59ccd951c7685a001991e466" , "" , ""
"59ca6450c7685a001991e40c", false, "Tue Sep 26 2017 15:29:36 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-13" , 12 , "day" , "Theatre" , "6" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "59ca6462c7685a001991e40d" , "" , ""
"59ca65afc7685a001991e40e", false, "Tue Sep 26 2017 15:35:27 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-18" , 12 , "day" , "Theatre" , "6" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "59ce167bc7685a001991e475" , "" , ""
"59ca663b594d35001a0205fa", false, "Tue Sep 26 2017 15:37:47 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-17" , 12 , "day" , "Theatre" , "6" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "59ca664e594d35001a0205fb" , "" , ""
"59ca67f2594d35001a0205fc", false, "Tue Sep 26 2017 15:45:06 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-11" , 12 , "day" , "Theatre" , "6" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "59ca68dd594d35001a020601" , "" , ""
"59ca6827594d35001a0205fd", false, "Tue Sep 26 2017 15:45:59 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-10" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "59d1e8c4c7685a001991e478" , "" , ""
"59ca6857594d35001a0205fe", true, "Tue Sep 26 2017 15:46:47 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-10" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "" , "" , ""
"59ca688a594d35001a020600", true, "Tue Sep 26 2017 15:47:38 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-10" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "" , "" , ""
"59ca68b5c7685a001991e40f", true, "Tue Sep 26 2017 15:48:21 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-10" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "" , "" , ""
"59ca6905594d35001a020602", true, "Tue Sep 26 2017 15:49:41 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-10" , 12 , "day" , "Theatre" , "5" , "" , "59a922b85cfd17d3aba0850d" , "59a6786ec9477a0017377dd2" , "" , "" , ""
"59ca6919594d35001a020603", true, "Tue Sep 26 2017 15:50:01 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-10" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "" , "" , ""
"59cb5f92c7685a001991e442", false, "Wed Sep 27 2017 09:21:38 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-14" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "59dba09bdfdb490019695dd1" , "" , ""
"59cb7a3ac7685a001991e447", false, "Wed Sep 27 2017 11:15:22 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-26" , 12 , "night" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "59cb8088c7685a001991e44c" , "" , ""
"59cb7ac8c7685a001991e448", false, "Wed Sep 27 2017 11:17:44 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-28" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "59cb7c97c7685a001991e44a" , "" , ""
"59cb7ae9594d35001a02062b", false, "Wed Sep 27 2017 11:18:17 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-29" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "59cb7b0b594d35001a02062e" , "" , ""
"59cb7b09594d35001a02062d", false, "Wed Sep 27 2017 11:18:49 GMT+0100 (BST)" , "Operating Department Practitioner" , "18:00" , "2017-10-29" , 12 , "night" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "59ccbd41594d35001a02064d" , "" , ""
"59cb7ef2594d35001a020630", true, "Wed Sep 27 2017 11:35:30 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-09-30" , 12 , "day" , "Theatre" , "6" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59cb7f2fc7685a001991e44b", true, "Wed Sep 27 2017 11:36:31 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-09-30" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a702cf14154300192fd467" , "" , "" , ""
"59cca49dc7685a001991e463", true, "Thu Sep 28 2017 08:28:29 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-11" , 6 , "halfDay" , "Theatre" , "5" , "" , "59a922b85cfd17d3aba0850d" , "59b788e5abb93f00187ab8a0" , "" , "" , ""
"59ccaf15594d35001a02064b", true, "Thu Sep 28 2017 09:13:09 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-09-30" , 6 , "halfDay" , "Theatre" , "5" , "Half day shift to cover burns. Very urgent guys. Need to cover till 6pm. Will pay till 1. Thanks" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "" , "" , ""
"59cce031c7685a001991e467", true, "Thu Sep 28 2017 12:42:41 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-11" , 12 , "day" , "Theatre" , "5" , "9pm FINISH " , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "" , "" , ""
"59cce068594d35001a020653", true, "Thu Sep 28 2017 12:43:36 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-12" , 12 , "day" , "Theatre" , "5" , "9pm FINISH " , "59a922b85cfd17d3aba0850d" , "59a6786ec9477a0017377dd2" , "" , "" , ""
"59cce088594d35001a020654", false, "Thu Sep 28 2017 12:44:08 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-13" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "59ccea54c7685a001991e469" , "" , ""
"59cce464594d35001a020656", true, "Thu Sep 28 2017 13:00:36 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-10" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "" , "" , ""
"59cce47f594d35001a020657", true, "Thu Sep 28 2017 13:01:03 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-10" , 12 , "day" , "Theatre" , "5" , "" , "5976725ceed0f5001301d84b" , "59a6786ec9477a0017377dd2" , "" , "" , ""
"59cce6cf594d35001a020658", false, "Thu Sep 28 2017 13:10:55 GMT+0100 (BST)" , "Operating Department Practitioner" , "06:00" , "2017-10-13" , 12 , "day" , "Theatre" , "5" , "" , "59a922b85cfd17d3aba0850d" , "59b788e5abb93f00187ab8a0" , "59d1e8db594d35001a02066d" , "" , ""
